47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3,47658c9cff05caaffd85722b6f81dd163f680f03d4026474a098f966e2f528b3_resptime,6c871093253858350d730f80cfbc5109aa2529d9cda37341989ea8854485663e,6c871093253858350d730f80cfbc5109aa2529d9cda37341989ea8854485663e_resptime,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35,9f7c42b1b5e58255e47691a7b28b08272a9e6a7db596871d300d5ed6a0363e35_resptime,875652920ad86e74f898a9dfa1a0a6d75c94f7aa794d3591659111603c7ff872,875652920ad86e74f898a9dfa1a0a6d75c94f7aa794d3591659111603c7ff872_resptime
4822,286,2384,26,2028,38,480,1895
5160,286,1310,26,1630,38,520,1895
6457,286,779,26,1697,38,531,1895
6130,286,594,26,1794,38,391,1895
5824,286,630,26,1762,38,530,1895
4937,286,591,26,1091,38,553,1895
5359,286,614,26,1408,38,324,1895
6782,286,569,26,1324,38,524,1895
6205,286,1177,26,2396,38,522,1895
5923,286,506,26,2238,38,264,1895
4794,286,646,26,1456,38,742,1895
5202,286,905,26,1523,38,674,1895
6783,286,1530,26,1722,38,386,1895
6230,286,1362,26,2690,38,468,1895
6032,286,2179,26,1552,38,751,1895
4863,286,2788,26,2157,38,1166,1895
5115,286,627,26,2380,38,2493,1895
6453,286,623,26,1794,38,1665,1895
6103,286,766,26,2261,38,1849,1895
5974,286,1135,26,1659,38,2714,1895
4815,286,1871,26,1414,38,2446,1895
5155,286,569,26,1370,38,2534,1895
6419,286,1191,26,2206,38,2089,1895
6172,286,1527,26,2545,38,2049,1895
6067,286,1071,26,1971,38,2764,1895
4945,286,930,26,1269,38,2112,1895
5124,286,1690,26,965,38,3017,1895
8709,286,1473,26,4510,38,2667,1895
6173,286,1024,26,2681,38,2440,1895
5935,286,1299,26,1946,38,2593,1895
4911,286,958,26,2030,38,2485,1895
5083,286,1506,26,1651,38,1505,1895
6399,286,855,26,1663,38,382,1895
6081,286,1510,26,1777,38,758,1895
5989,286,2619,26,2014,38,736,1895
4907,286,1993,26,1060,38,615,1895
5150,286,1593,26,1294,38,630,1895
6695,286,1558,26,1897,38,667,1895
6291,286,2888,26,2391,38,969,1895
5892,286,1685,26,2325,38,1103,1895
4876,286,1402,26,1534,38,1013,1895
5145,286,1072,26,1490,38,749,1895
6747,286,1961,26,1686,38,692,1895
6283,286,654,26,2176,38,690,1895
6018,286,427,26,1498,38,715,1895
4906,286,388,26,2126,38,657,1895
5028,286,391,26,2435,38,690,1895
6458,286,565,26,1925,38,558,1895
6142,286,515,26,2167,38,873,1895
5999,286,2102,26,1591,38,1510,1895
4867,286,432,26,1447,38,1555,1895
5089,286,846,26,1328,38,533,1895
6458,286,963,26,2151,38,1027,1895
6269,286,660,26,2568,38,724,1895
6037,286,790,26,2025,38,487,1895
4962,286,543,26,1309,38,885,1895
5108,286,1683,26,828,38,405,1895
7155,286,643,26,1896,38,731,1895
6156,286,1130,26,3106,38,788,1895
5952,286,545,26,1966,38,2314,1895
4878,286,356,26,2295,38,1025,1895
5079,286,395,26,2238,38,824,1895
6511,286,472,26,1665,38,799,1895
6190,286,526,26,1738,38,701,1895
5875,286,596,26,1772,38,1089,1895
4937,286,450,26,1039,38,2339,1895
5144,286,1761,26,1280,38,406,1895
6836,286,375,26,1430,38,521,1895
6289,286,367,26,2423,38,1523,1895
5890,286,359,26,2211,38,1603,1895
4890,286,367,26,1484,38,1597,1895
5126,286,712,26,1503,38,733,1895
6762,286,440,26,1623,38,1806,1895
6315,286,383,26,2111,38,434,1895
6018,286,365,26,1523,38,1190,1895
4899,286,394,26,2103,38,2380,1895
5004,286,605,26,2453,38,1257,1895
6454,286,611,26,1805,38,2541,1895
6173,286,360,26,2253,38,422,1895
5986,286,317,26,1602,38,1750,1895
4895,286,338,26,1399,38,2481,1895
5108,286,313,26,1392,38,565,1895
6389,286,380,26,2180,38,555,1895
6236,286,374,26,2661,38,529,1895
6065,286,418,26,2521,38,524,1895
4913,286,416,26,1326,38,739,1895
5100,286,477,26,875,38,641,1895
8536,286,511,26,4013,38,2579,1895
6272,286,448,26,3182,38,1328,1895
5941,286,444,26,2038,38,2469,1895
4915,286,448,26,2197,38,800,1895
5044,286,456,26,1659,38,1991,1895
6342,286,478,26,1684,38,1430,1895
6215,286,429,26,1764,38,508,1895
5844,286,491,26,1838,38,1116,1895
4946,286,377,26,1139,38,659,1895
5060,286,451,26,1122,38,577,1895
6609,286,371,26,1511,38,516,1895
6230,286,354,26,2436,38,722,1895
5852,286,427,26,2275,38,659,1895
4870,286,378,26,1492,38,1776,1895
5079,286,408,26,1517,38,948,1895
6649,286,402,26,1629,38,882,1895
6275,286,364,26,2101,38,719,1895
6025,286,705,26,1568,38,1342,1895
4844,286,451,26,2119,38,1068,1895
4927,286,345,26,2377,38,950,1895
6459,286,393,26,2375,38,885,1895
6171,286,361,26,2336,38,1107,1895
5964,286,329,26,1604,38,1012,1895
4853,286,339,26,1454,38,988,1895
5020,286,375,26,1338,38,965,1895
6330,286,322,26,1961,38,553,1895
6210,286,353,26,2746,38,657,1895
6083,286,372,26,2016,38,1098,1895
4916,286,356,26,1408,38,1015,1895
5007,286,342,26,854,38,1714,1895
7091,286,358,26,2294,38,1929,1895
6166,286,353,26,2562,38,852,1895
6075,286,341,26,1971,38,1090,1895
4948,286,326,26,2110,38,941,1895
5062,286,319,26,1722,38,1051,1895
6421,286,1227,26,1688,38,2574,1895
6207,286,575,26,1798,38,437,1895
6018,286,333,26,1761,38,1229,1895
4976,286,342,26,1137,38,1191,1895
5108,286,495,26,1238,38,887,1895
6650,286,831,26,1281,38,1098,1895
6282,286,1279,26,2411,38,1097,1895
6042,286,1234,26,2254,38,964,1895
4975,286,777,26,1434,38,1274,1895
5073,286,1764,26,1858,38,954,1895
6636,286,1043,26,1988,38,1056,1895
6284,286,430,26,2144,38,546,1895
6132,286,761,26,1623,38,1074,1895
4909,286,613,26,2077,38,1494,1895
4940,286,451,26,2439,38,2563,1895
6371,286,438,26,1936,38,2217,1895
6258,286,363,26,2172,38,1802,1895
6119,286,294,26,1605,38,917,1895
4930,286,333,26,1483,38,868,1895
5059,286,377,26,1355,38,1809,1895
6320,286,557,26,2296,38,2043,1895
6293,286,694,26,2621,38,2466,1895
6192,286,1167,26,1966,38,1768,1895
4994,286,633,26,1279,38,2422,1895
5061,286,2348,26,891,38,1886,1895
8499,298,689,22,4446,42,1917,1628
6265,298,2056,22,2784,42,1841,1628
6087,298,878,22,1957,42,2073,1628
4873,298,2940,22,2165,42,2314,1628
5062,298,534,22,1648,42,2138,1628
6361,298,649,22,1700,42,970,1628
6225,298,903,22,1763,42,2334,1628
5976,298,529,22,1803,42,1921,1628
4909,298,512,22,1149,42,2005,1628
5135,298,494,22,1815,42,2570,1628
6659,298,481,22,1313,42,1321,1628
6275,298,464,22,2395,42,1758,1628
6034,298,455,22,2200,42,2649,1628
4902,298,493,22,1554,42,1674,1628
5145,298,517,22,1542,42,1689,1628
6659,298,523,22,1636,42,831,1628
6446,298,560,22,2068,42,696,1628
6185,298,537,22,1527,42,1599,1628
4901,298,508,22,2098,42,710,1628
5003,298,550,22,2383,42,815,1628
6411,298,519,22,1897,42,1280,1628
6243,298,700,22,2233,42,2599,1628
6085,298,444,22,1688,42,1036,1628
4880,298,924,22,1328,42,2000,1628
5051,298,1861,22,1330,42,2329,1628
6368,298,642,22,2081,42,1426,1628
6316,298,1049,22,2716,42,1740,1628
6201,298,1632,22,1952,42,2247,1628
4878,298,1101,22,1237,42,2355,1628
5107,298,779,22,866,42,1779,1628
7054,298,518,22,2246,42,2040,1628
6211,298,692,22,2639,42,1620,1628
6106,298,434,22,2197,42,2447,1628
4875,298,462,22,2288,42,1430,1628
5060,298,418,22,1791,42,2430,1628
6378,298,415,22,1770,42,2161,1628
6213,298,384,22,1838,42,2697,1628
6060,298,387,22,1801,42,2411,1628
4942,298,366,22,1177,42,1660,1628
5174,298,371,22,1244,42,2431,1628
6685,298,368,22,1283,42,1856,1628
6287,298,386,22,2418,42,2377,1628
6026,298,379,22,2209,42,2577,1628
4956,298,378,22,1574,42,1851,1628
5103,298,393,22,1544,42,1349,1628
6660,298,395,22,1642,42,467,1628
6283,298,358,22,1980,42,2102,1628
6148,298,322,22,1539,42,1739,1628
4914,298,325,22,2159,42,2378,1628
4960,298,350,22,2413,42,1893,1628
6365,298,368,22,2060,42,1807,1628
6261,298,350,22,1447,42,2144,1628
6116,298,329,22,2441,42,2609,1628
4851,298,334,22,1346,42,2183,1628
5057,298,376,22,1351,42,1771,1628
6374,298,360,22,2073,42,1756,1628
6252,298,365,22,2649,42,637,1628
6200,298,356,22,1908,42,792,1628
4964,298,354,22,1361,42,2481,1628
5050,298,397,22,857,42,2190,1628
8413,298,398,22,3100,42,2049,1628
6340,298,394,22,2953,42,1959,1628
6254,298,391,22,2260,42,1829,1628
4942,298,371,22,2360,42,2075,1628
5062,298,307,22,1738,42,912,1628
6263,298,353,22,1759,42,666,1628
6220,298,353,22,1994,42,544,1628
6172,298,308,22,1760,42,1034,1628
4985,298,318,22,1154,42,1367,1628
5152,298,335,22,1217,42,1668,1628
6499,298,361,22,1237,42,1935,1628
6274,298,377,22,2305,42,2485,1628
6160,298,380,22,2278,42,2168,1628
4999,298,367,22,1481,42,2182,1628
5133,298,425,22,1507,42,2686,1628
6531,298,373,22,1686,42,1978,1628
6356,298,308,22,2014,42,1114,1628
6343,298,307,22,1664,42,681,1628
4987,298,364,22,2143,42,551,1628
5016,298,348,22,2543,42,341,1628
6251,298,399,22,1916,42,1264,1628
6285,298,348,22,1752,42,838,1628
6268,298,367,22,2057,42,1195,1628
5071,298,360,22,1358,42,2689,1628
5095,298,316,22,1428,42,2411,1628
6201,298,335,22,2061,42,461,1628
6366,298,375,22,2632,42,489,1628
6377,298,348,22,1964,42,1644,1628
5057,298,311,22,1262,42,1413,1628
5118,298,311,22,850,42,2919,1628
6888,298,342,22,2286,42,1289,1628
6367,298,346,22,2096,42,1561,1628
6289,298,331,22,2062,42,2144,1628
5040,298,356,22,2445,42,1635,1628
5133,298,333,22,1639,42,2471,1628
6302,298,373,22,1739,42,2288,1628
6360,298,359,22,2005,42,2495,1628
6248,298,306,22,1658,42,2770,1628
5074,298,334,22,1237,42,2700,1628
5246,298,312,22,1263,42,2813,1628
6553,298,339,22,1238,42,2386,1628
6463,298,310,22,2401,42,1819,1628
6235,298,362,22,2415,42,2292,1628
5071,298,356,22,1483,42,2107,1628
5207,298,352,22,1578,42,2159,1628
6538,298,297,22,1619,42,2421,1628
6428,298,348,22,2016,42,1520,1628
6318,298,322,22,1554,42,2142,1628
5060,298,323,22,2081,42,2947,1628
5059,298,341,22,2559,42,1121,1628
6242,298,423,22,1874,42,2799,1628
6414,298,752,22,1697,42,1082,1628
6305,298,1072,22,2155,42,2864,1628
5060,298,303,22,1364,42,2031,1628
5095,298,284,22,1373,42,2088,1628
6229,298,340,22,2081,42,1648,1628
6411,298,341,22,2604,42,2197,1628
6442,298,307,22,2010,42,1007,1628
5087,298,300,22,1271,42,606,1628
5142,298,317,22,855,42,597,1628
8265,298,335,22,3682,42,328,1628
6421,298,444,22,4442,42,632,1628
6254,298,407,22,2162,42,1309,1628
5010,298,348,22,2430,42,754,1628
5058,298,342,22,1723,42,721,1628
6219,298,373,22,1715,42,631,1628
6295,298,326,22,1961,42,367,1628
6157,298,329,22,1814,42,692,1628
4994,298,319,22,1162,42,636,1628
5133,298,402,22,1245,42,489,1628
6465,298,301,22,1244,42,570,1628
6375,298,399,22,2163,42,618,1628
6162,298,434,22,2121,42,349,1628
5009,298,402,22,1449,42,945,1628
5170,298,399,22,1630,42,562,1628
6516,298,601,22,1921,42,631,1628
6418,298,812,22,2182,42,1046,1628
6287,298,821,22,1507,42,642,1628
4936,298,341,22,2074,42,758,1628
5009,298,684,22,2501,42,856,1628
6320,298,633,22,1943,42,850,1628
6374,298,603,22,1801,42,2387,1628
6239,298,317,22,2074,42,2818,1628
5060,298,290,22,1488,42,2353,1628
5106,298,285,22,1351,42,1360,1628
6223,298,290,22,2072,42,1257,1628
6325,298,311,22,2593,42,1110,1628
6288,298,301,22,1920,42,2134,1628
5137,298,347,22,1247,42,1840,1628
5075,298,263,22,864,42,1629,1628
6917,298,250,22,2350,42,791,1628
6278,298,285,22,2732,42,447,1628
6200,298,313,22,2011,42,741,1628
4923,298,293,22,2585,42,958,1628
5078,298,283,22,1677,42,990,1628
6247,298,287,22,1707,42,1584,1628
6245,298,376,22,1977,42,1469,1628
6172,298,324,22,1792,42,1294,1628
4942,298,268,22,1172,42,1063,1628
5142,298,237,22,1295,42,501,1628
6465,298,333,22,1224,42,1829,1628
6348,298,334,22,2199,42,2081,1628
6175,298,365,22,2131,42,1600,1628
4963,298,248,22,1421,42,1092,1628
5111,298,264,22,1624,42,1472,1628
6462,298,265,22,1754,42,1541,1628
6290,298,233,22,2168,42,1361,1628
6319,298,274,22,1507,42,1616,1628
4969,298,265,22,2103,42,649,1628
4973,298,283,22,2498,42,969,1628
6183,298,287,22,1882,42,587,1628
6232,298,280,22,1822,42,541,1628
6329,298,264,22,2132,42,881,1628
5044,298,262,22,1392,42,591,1628
5104,298,293,22,1377,42,3537,1628
6120,298,295,22,2193,42,1967,1628
6185,298,305,22,2586,42,1265,1628
6456,298,262,22,2105,42,1667,1628
5058,298,306,22,1248,42,651,1628
5081,298,293,22,846,42,900,1628
8204,298,1823,22,2787,42,1658,1628
6233,298,308,22,2685,42,2394,1628
6285,298,354,22,2090,42,1440,1628
5024,298,280,22,2419,42,951,1628
5015,298,253,22,1698,42,1471,1628
6118,298,325,22,1725,42,930,1628
6154,298,307,22,2026,42,1108,1628
6260,298,350,22,1776,42,1022,1628
5020,298,276,22,1175,42,868,1628
5126,298,408,22,1306,42,805,1628
6343,298,238,22,1276,42,519,1628
6247,298,221,22,2158,42,623,1628
6246,298,231,22,2132,42,663,1628
5018,298,265,22,1493,42,805,1628
5130,298,212,22,1618,42,932,1628
6389,298,238,22,1790,42,929,1628
6271,298,222,22,2146,42,745,1628
6386,298,252,22,1508,42,787,1628
4959,298,222,22,2041,42,626,1628
5135,298,270,22,2511,42,708,1628
6177,298,255,22,1878,42,525,1628
6278,298,484,22,2055,42,751,1628
6344,298,1049,22,2108,42,1173,1628
4987,298,1553,22,1374,42,742,1628
5151,298,380,22,1377,42,1093,1628
6062,298,912,22,2043,42,1389,1628
6229,298,234,22,2584,42,411,1628
6417,298,240,22,1931,42,753,1628
4986,298,219,22,1338,42,441,1628
5079,298,326,22,837,42,421,1628
6856,298,926,22,2305,42,452,1628
6217,298,244,22,2638,42,810,1628
6295,298,695,22,2034,42,708,1628
4939,298,643,22,2417,42,641,1628
5115,298,171,22,1684,42,1559,1628
6208,298,226,22,1798,42,499,1628
6196,298,351,22,2030,42,768,1628
6295,298,628,22,1796,42,889,1628
5020,298,283,22,1557,42,767,1628
5218,298,316,22,1508,42,449,1628
6469,298,495,22,1216,42,463,1628
6242,298,553,22,2184,42,424,1628
6384,298,206,22,2056,42,212,1628
5043,298,220,22,1283,42,525,1628
5176,298,353,22,1551,42,383,1628
6452,298,649,22,2014,42,459,1628
6264,298,265,22,2049,42,80,1628
6360,298,346,22,1541,42,529,1628
5025,298,674,22,2037,42,404,1628
5050,298,494,22,2513,42,238,1628
6158,298,230,22,1879,42,636,1628
6159,298,210,22,1623,42,883,1628
6161,298,564,22,2118,42,160,1628
5025,298,323,22,1386,42,585,1628
5235,298,331,22,1522,42,417,1628
6146,298,466,22,2013,42,889,1628
6149,298,1162,22,2657,42,517,1628
6301,298,498,22,1944,42,483,1628
5009,298,214,22,1270,42,701,1628
5144,298,256,22,764,42,343,1628
8769,298,356,22,11915,42,902,1628
6173,298,329,22,8803,42,825,1628
6224,298,357,22,2237,42,697,1628
4976,298,315,22,2487,42,1040,1628
5091,298,316,22,1675,42,599,1628
6335,298,294,22,1793,42,515,1628
6202,298,287,22,2044,42,702,1628
6166,298,282,22,1818,42,542,1628
5026,298,253,22,1468,42,490,1628
5179,298,264,22,1553,42,981,1628
6548,298,1047,22,1408,42,1054,1628
6062,298,988,22,2249,42,686,1628
6120,298,590,22,2122,42,1163,1628
5306,298,298,22,1289,42,715,1628
5161,298,738,22,1519,42,653,1628
6588,298,271,22,1798,42,673,1628
6327,298,238,22,2145,42,121,1628
6324,298,229,22,1535,42,1195,1628
5001,298,246,22,2079,42,1074,1628
5056,298,235,22,2463,42,1402,1628
6365,298,226,22,1906,42,1097,1628
6161,298,250,22,1468,42,1130,1628
6318,298,232,22,2266,42,968,1628
4981,298,248,22,1406,42,1051,1628
5098,298,182,22,1384,42,719,1628
6271,298,181,22,1975,42,978,1628
6277,298,204,22,2636,42,255,1628
6348,298,185,22,2042,42,666,1628
4995,298,215,22,1257,42,196,1628
5023,298,204,22,770,42,1102,1628
6970,298,216,22,2212,42,667,1628
6180,298,218,22,2263,42,655,1628
6244,298,193,22,2069,42,1647,1628
4984,298,205,22,2521,42,2485,1628
5112,298,219,22,1714,42,1355,1628
6357,298,186,22,1716,42,2428,1628
6215,298,197,22,2058,42,1430,1628
6187,298,146,22,1799,42,925,1628
5071,298,212,22,1149,42,2071,1628
5184,298,212,22,1817,42,1181,1628
6652,298,167,22,1255,42,679,1628
6270,298,174,22,2209,42,871,1628
6163,298,194,22,2040,42,430,1628
5108,298,165,22,1285,42,1289,1628
5146,298,187,22,1502,42,283,1628
6576,298,191,22,1801,42,547,1628
6287,298,169,22,2164,42,626,1628
6256,298,182,22,1508,42,554,1628
5056,298,154,22,2080,42,1465,1628
5059,298,156,22,2505,42,514,1628
6302,298,181,22,1806,42,644,1628
6187,298,170,22,1693,42,1743,1628
6237,298,157,22,2069,42,816,1628
5040,298,173,22,1433,42,243,1628
5105,298,165,22,1425,42,994,1628
6235,298,139,22,1994,42,92,1628
6269,298,192,22,2751,42,544,1628
6267,298,143,22,1919,42,802,1628
5106,298,161,22,1241,42,2089,1628
5099,298,143,22,873,42,2946,1628
8376,298,189,22,10932,42,1622,1628
6147,298,222,22,7069,42,2086,1628
6158,298,221,22,1873,42,703,1628
5072,298,207,22,2489,42,844,1628
5060,298,192,22,1757,42,1066,1628
6217,298,178,22,2256,42,1329,1628
6142,298,182,22,2086,42,474,1628
6116,298,162,22,1853,42,488,1628
5048,298,186,22,1410,42,568,1628
5126,298,149,22,1564,42,553,1628
6493,298,167,22,1285,42,509,1628
6141,298,181,22,2230,42,424,1628
6137,298,163,22,2049,42,398,1628
5001,298,150,22,1304,42,607,1628
5115,298,177,22,1508,42,793,1628
6499,298,195,22,1843,42,433,1628
6215,298,163,22,2104,42,905,1628
6267,298,178,22,1660,42,617,1628
5014,298,216,22,2950,42,622,1628
5004,298,184,22,2492,42,976,1628
6205,298,172,22,2026,42,435,1628
6104,298,161,22,1638,42,751,1628
6237,298,129,22,2098,42,445,1628
5013,298,137,22,1333,42,702,1628
5073,298,144,22,1415,42,636,1628
6106,298,152,22,1992,42,457,1628
6191,298,173,22,2702,42,591,1628
6312,298,484,22,1995,42,649,1628
5048,298,246,22,1226,42,784,1628
5071,298,1901,22,767,42,693,1628
6773,298,900,22,2111,42,459,1628
6045,298,541,22,1595,42,970,1628
6182,298,333,22,1669,42,407,1628
5045,298,192,22,2438,42,1118,1628
5059,298,139,22,1638,42,799,1628
6153,298,169,22,2078,42,593,1628
6114,298,257,22,2033,42,836,1628
6170,298,270,22,1604,42,2472,1628
5175,298,142,22,1261,42,2656,1628
5189,298,685,22,1791,42,2305,1628
6471,298,228,22,1238,42,2548,1628
6192,298,110,22,2362,42,1297,1628
6153,298,153,22,2823,42,2413,1628
5212,298,144,22,1549,42,466,1628
5193,298,127,22,1543,42,1461,1628
6451,298,142,22,1832,42,292,1628
6202,298,138,22,2097,42,963,1628
6307,298,136,22,1515,42,848,1628
5146,298,145,22,2042,42,421,1628
5040,298,113,22,2463,42,373,1628
6181,298,153,22,1722,42,317,1628
6125,298,104,22,1696,42,605,1628
6292,298,133,22,2130,42,2191,1628
5060,298,143,22,1295,42,757,1628
5141,298,125,22,1380,42,881,1628
6106,298,147,22,1968,42,772,1628
6161,298,152,22,2668,42,729,1628
6290,298,113,22,1990,42,1227,1628
5146,298,121,22,1254,42,563,1628
5190,298,157,22,1443,42,982,1628
8254,298,213,22,11646,42,847,1628
6247,298,161,22,5988,42,1569,1628
6198,298,130,22,1898,42,1100,1628
5090,298,146,22,2532,42,2144,1628
5077,298,102,22,1749,42,2269,1628
6090,298,118,22,1702,42,1913,1628
6228,298,104,22,1593,42,1842,1628
6163,298,106,22,1830,42,3215,1628
5140,298,108,22,1220,42,3722,1628
5168,298,137,22,1818,42,1778,1628
6395,298,112,22,1252,42,2248,1628
6124,298,121,22,2750,42,1912,1628
6164,298,127,22,2503,42,2328,1628
5253,298,133,22,1355,42,2466,1628
5170,298,123,22,1507,42,1926,1628
6406,298,123,22,1802,42,2095,1628
6249,298,117,22,2165,42,2016,1628
6275,298,94,22,1542,42,2495,1628
5185,298,99,22,2072,42,2199,1628
5046,298,122,22,2466,42,1959,1628
6216,298,131,22,1939,42,1504,1628
6086,298,122,22,1651,42,2047,1628
6253,298,239,22,2517,42,2305,1628
5147,298,262,22,1610,42,1970,1628
5166,298,125,22,1336,42,2155,1628
6140,298,215,22,2060,42,925,1628
6182,298,375,22,2553,42,1712,1628
6387,298,470,22,1999,42,2304,1628
5175,298,961,22,1293,42,2940,1628
5115,298,1053,22,755,42,1610,1628
6869,298,992,22,2087,42,2384,1628
6106,298,705,22,1640,42,2146,1628
6194,298,444,22,1694,42,2711,1628
5205,298,1063,22,2457,42,2869,1628
5118,298,477,22,2150,42,2160,1628
6256,298,662,22,2117,42,3243,1628
6133,298,754,22,1879,42,2799,1628
6115,298,729,22,1558,42,2861,1628
5294,298,650,22,1168,42,3128,1628
5192,298,186,22,1868,42,2118,1628
6478,298,677,22,1232,42,2334,1628
6184,298,152,22,2270,42,2271,1628
6164,298,326,22,2084,42,1405,1628
5261,298,496,22,1343,42,975,1628
5165,298,203,22,1527,42,1963,1628
6485,298,461,22,1989,42,1816,1628
6220,298,184,22,2674,42,1858,1628
6206,298,154,22,1595,42,1037,1628
5198,298,228,22,2046,42,1983,1628
5023,298,123,22,2492,42,1032,1628
6221,298,1718,22,1956,42,1576,1628
6077,298,78,22,1658,42,925,1628
6205,298,152,22,2091,42,660,1628
5166,298,505,22,1280,42,586,1628
5103,298,105,22,1443,42,1007,1628
6150,298,100,22,1977,42,558,1628
6104,298,109,22,2614,42,750,1628
6277,298,299,22,2039,42,470,1628
5234,298,270,22,1675,42,535,1628
5092,298,115,22,956,42,583,1628
8427,298,133,22,8678,42,978,1628
6158,298,149,22,5689,42,1173,1628
6213,298,119,22,3781,42,1414,1628
5205,298,131,22,4140,42,641,1628
5113,298,141,22,4316,42,1104,1628
6229,298,114,22,5241,42,1176,1628
6135,298,261,22,5360,42,1127,1628
6132,298,102,22,5192,42,659,1628
5220,298,121,22,6389,42,1193,1628
5192,298,94,22,5243,42,1029,1628
6504,298,96,22,5340,42,1137,1628
6078,298,105,22,5460,42,828,1628
6210,298,127,22,6149,42,771,1628
5198,298,99,22,5048,42,993,1628
5231,298,98,22,6651,42,1528,1628
6490,298,113,22,5760,42,878,1628
6230,298,194,22,6421,42,1429,1628
6279,298,108,22,5131,42,614,1628
5208,298,93,22,6934,42,673,1628
5112,298,81,22,5865,42,429,1628
6257,298,91,22,6764,42,549,1628
6062,298,104,22,6462,42,746,1628
6323,298,126,22,7676,42,628,1628
5209,298,130,22,4855,42,335,1628
5167,298,154,22,5741,42,769,1628
6071,298,201,22,5555,42,314,1628
6134,298,106,22,4853,42,360,1628
6345,298,152,22,5421,42,380,1628
5211,298,105,22,5896,42,328,1628
5092,298,158,22,4716,42,311,1628
6894,298,114,22,4456,42,198,1628
6058,298,90,22,3848,42,319,1628
6202,298,81,22,4945,42,439,1628
5225,298,88,22,7094,42,669,1628
5121,298,170,22,7480,42,307,1628
6288,298,147,22,7083,42,777,1628
6125,298,83,22,5532,42,561,1628
6140,298,85,22,7009,42,766,1628
5353,298,103,22,5149,42,619,1628
5255,298,102,22,5998,42,711,1628
6607,298,130,22,4137,42,368,1628
6181,298,116,22,3379,42,450,1628
6269,298,348,22,4203,42,424,1628
5269,298,86,22,3804,42,363,1628
5217,298,99,22,6636,42,228,1628
6542,298,80,22,4809,42,370,1628
6157,298,80,22,5210,42,415,1628
6256,298,107,22,5394,42,380,1628
5171,298,280,22,4621,42,433,1628
5048,298,157,22,5793,42,224,1628
6248,298,108,22,4679,42,261,1628
6025,298,73,22,5460,42,345,1628
6229,298,98,22,6578,42,201,1628
5123,298,103,22,5239,42,368,1628
5144,298,127,22,4286,42,179,1628
6155,298,110,22,5989,42,245,1628
6128,298,71,22,4852,42,273,1628
6317,298,88,22,6490,42,153,1628
5227,298,116,22,4971,42,281,1628
5147,298,101,22,5392,42,199,1628
8201,298,171,22,5759,42,356,1628
6125,298,207,22,7793,42,971,1628
6206,298,106,22,4852,42,372,1628
5158,298,159,22,7384,42,678,1628
5116,298,134,22,5863,42,477,1628
6199,298,88,22,6631,42,58,1628
6135,298,101,22,6463,42,652,1628
6163,298,133,22,7401,42,301,1628
5196,298,123,22,5911,42,331,1628
5234,298,314,22,5818,42,297,1628
6475,298,95,22,4949,42,477,1628
6126,298,211,22,5821,42,315,1628
6204,298,112,22,5639,42,405,1628
5192,298,92,22,6263,42,311,1628
5207,298,84,22,5234,42,226,1628
6475,298,94,22,4426,42,475,1628
6210,298,93,22,6432,42,318,1628
6245,298,161,22,6071,42,320,1628
5130,298,78,22,6971,42,421,1628
5056,298,125,22,7725,42,32,1628
6187,298,94,22,5916,42,543,1628
6151,298,141,22,7007,42,311,1628
6276,298,111,22,7000,42,399,1628
5179,298,141,22,5546,42,237,1628
5145,298,197,22,3113,42,206,1628
6181,298,264,22,5051,42,432,1628
6256,298,183,22,6130,42,610,1628
6294,298,194,22,4995,42,386,1628
5232,298,227,22,4998,42,325,1628
5136,298,82,22,3886,42,719,1628
6818,298,114,22,5503,42,466,1628
6134,298,135,22,5139,42,430,1628
6222,298,109,22,5984,42,576,1628
5140,298,137,22,6267,42,334,1628
5096,298,1366,22,7077,42,239,1628
6159,298,1147,22,6677,42,285,1628
6141,298,118,22,5229,42,219,1628
6076,298,196,22,3817,42,223,1628
5250,298,269,22,5483,42,171,1628
5269,298,1828,22,5259,42,184,1628
6445,298,1470,22,5214,42,233,1628
6153,298,226,22,5896,42,192,1628
6144,298,85,22,9319,42,128,1628
5250,298,119,22,6948,42,195,1628
5217,298,116,22,6413,42,156,1628
6422,298,109,22,5453,42,164,1628
6188,298,116,22,6583,42,309,1628
6207,298,111,22,4276,42,359,1628
5212,298,111,22,4795,42,329,1628
5067,298,98,22,5443,42,134,1628
6121,298,134,22,4801,42,159,1628
6077,298,92,22,3955,42,191,1628
6171,298,106,22,5610,42,212,1628
5148,298,134,22,4249,42,221,1628
5221,298,125,22,5113,42,88,1628
6086,298,155,22,6871,42,249,1628
6142,298,110,22,6289,42,201,1628
6287,298,118,22,7088,42,197,1628
5256,298,123,22,6228,42,38,1628
5198,298,151,22,6042,42,208,1628
8365,298,386,22,6001,42,185,1628
6101,298,203,22,4561,42,153,1628
6142,298,237,22,5244,42,345,1628
5211,298,146,22,6570,42,316,1628
5198,298,118,22,8900,42,210,1628
6245,298,243,22,7357,42,315,1628
6114,298,105,22,6490,42,248,1628
6051,298,132,22,6617,42,332,1628
5274,298,115,22,6919,42,211,1628
5270,298,133,22,6081,42,112,1628
6397,298,125,22,2359,42,100,1628
6120,298,124,22,2322,42,219,1628
6042,298,157,22,2359,42,254,1628
5106,298,125,22,1370,42,97,1628
